scoring_3rd,scoring_4th,pace,efg_per,tov_per,orb_per,result
21.0,27.0,91.4,0.54,13.3,20.5,0
31.0,35.0,98.1,0.541,14.5,23.1,0
28.0,24.0,98.1,0.506,14.1,45.1,1
24.0,16.0,87.2,0.353,9.7,37.0,0
19.0,14.0,87.2,0.452,10.6,31.3,1
18.0,33.0,91.8,0.478,7.5,24.4,1
22.0,25.0,91.8,0.5,12.8,22.0,0
17.0,14.0,78.7,0.434,15.7,44.2,0
24.0,25.0,78.7,0.555,8.4,38.2,1
22.0,32.0,90.7,0.494,9.1,28.9,1
25.0,21.0,90.7,0.628,17.4,28.1,0
29.0,27.0,91.4,0.659,12.9,7.7,1
38.0,25.0,91.4,0.505,10.6,34.0,0
25.0,20.0,85.2,0.375,11.6,32.7,1
18.0,21.0,85.2,0.411,18.8,30.2,0
25.0,22.0,98.8,0.5,15.5,34.1,0
28.0,34.0,98.8,0.411,8.0,35.6,1
20.0,22.0,88.1,0.5,14.9,20.5,0
23.0,26.0,88.1,0.494,16.2,39.5,1
22.0,18.0,91.7,0.617,15.1,20.6,1
20.0,21.0,91.7,0.452,12.3,24.5,0
24.0,23.0,93.1,0.506,11.1,25.0,0
22.0,23.0,93.1,0.525,9.8,20.5,1
27.0,26.0,95.4,0.525,18.2,28.2,0
30.0,23.0,95.4,0.484,11.9,39.6,1
21.0,22.0,96.9,0.476,11.8,25.0,0
32.0,25.0,96.9,0.551,15.2,17.6,1
21.0,28.0,89.8,0.495,7.6,20.8,1
22.0,23.0,89.8,0.512,11.8,31.6,0
27.0,23.0,87.7,0.5,15.2,27.0,1
28.0,22.0,87.7,0.394,9.4,28.6,0
39.0,25.0,89.7,0.513,10.0,23.7,1
23.0,36.0,89.7,0.481,15.5,36.6,0
14.0,28.0,86.6,0.468,10.1,21.4,0
31.0,20.0,86.6,0.506,12.8,31.7,1
26.0,22.0,101.5,0.435,19.2,22.9,0
23.0,29.0,101.5,0.533,14.6,28.6,1
30.0,26.0,89.6,0.544,9.1,20.9,1
16.0,23.0,89.6,0.453,11.4,24.5,0
29.0,24.0,97.7,0.442,10.1,21.3,0
23.0,29.0,97.7,0.5,13.4,25.0,1
18.0,23.0,97.4,0.446,10.2,17.0,0
24.0,34.0,97.4,0.506,14.9,33.3,1
23.0,24.0,89.6,0.448,18.4,30.2,0
23.0,19.0,89.6,0.422,11.9,19.5,1
37.0,22.0,93.2,0.549,6.6,23.4,1
27.0,12.0,93.2,0.461,13.7,16.7,0
29.0,28.0,91.6,0.5,15.3,27.5,1
18.0,32.0,91.6,0.447,11.1,28.3,0
30.0,24.0,89.3,0.5,11.1,17.9,0
26.0,24.0,89.3,0.541,13.0,37.5,1
29.0,25.0,90.5,0.561,10.4,34.1,1
19.0,20.0,90.5,0.489,11.8,31.9,0
28.0,30.0,84.1,0.555,8.1,36.1,1
19.0,30.0,84.1,0.571,8.7,15.2,0
18.0,23.0,90.0,0.459,7.8,23.3,1
18.0,21.0,90.0,0.513,17.7,25.0,0
21.0,32.0,91.3,0.463,10.4,28.0,0
28.0,22.0,91.3,0.436,8.5,42.6,1
20.0,16.0,93.8,0.385,16.5,21.6,0
22.0,25.0,93.8,0.457,19.7,30.2,1
20.0,25.0,85.6,0.556,16.4,31.4,1
27.0,23.0,85.6,0.533,13.0,12.5,0
22.0,33.0,95.5,0.494,14.8,37.5,0
22.0,25.0,95.5,0.542,12.7,26.8,1
20.0,19.0,91.3,0.469,16.4,15.9,0
26.0,17.0,91.3,0.384,7.5,27.0,1
30.0,18.0,97.2,0.4,15.2,12.8,0
16.0,29.0,97.2,0.43,16.5,22.7,1
21.0,26.0,103.2,0.447,15.4,18.5,0
30.0,27.0,103.2,0.586,15.5,18.2,1
24.0,23.0,97.8,0.445,13.6,25.0,0
32.0,36.0,97.8,0.566,9.4,34.1,1
29.0,22.0,79.5,0.418,8.5,32.4,0
22.0,22.0,79.5,0.56,12.1,22.6,1
38.0,35.0,95.0,0.661,10.2,28.1,1
23.0,35.0,95.0,0.506,10.6,16.3,0
24.0,20.0,92.3,0.369,13.5,27.5,0
24.0,26.0,92.3,0.481,18.1,27.8,1
27.0,28.0,86.2,0.527,9.1,27.8,1
18.0,27.0,86.2,0.462,12.4,44.4,0
21.0,32.0,100.8,0.527,10.5,25.0,1
23.0,20.0,100.8,0.569,17.6,12.1,0
26.0,16.0,94.6,0.519,18.7,27.3,0
22.0,32.0,94.6,0.554,9.6,37.8,1
32.0,20.0,86.8,0.487,13.7,32.6,1
13.0,23.0,86.8,0.468,15.9,26.8,0
25.0,18.0,91.1,0.5,16.9,22.5,0
22.0,20.0,91.1,0.63,16.7,7.4,1
34.0,22.0,91.3,0.471,9.5,20.0,1
24.0,15.0,91.3,0.44,17.8,23.9,0
21.0,30.0,96.4,0.488,17.0,30.2,1
23.0,27.0,96.4,0.477,7.6,13.7,0
27.0,22.0,93.7,0.514,17.6,15.8,1
24.0,33.0,93.7,0.449,18.3,30.8,0
26.0,10.0,84.9,0.455,14.2,26.8,0
33.0,25.0,84.9,0.494,8.7,34.9,1
28.0,29.0,86.0,0.578,8.7,42.1,1
34.0,25.0,86.0,0.559,13.1,41.5,0
26.0,22.0,94.8,0.59,15.9,16.1,0
19.0,32.0,94.8,0.5,8.1,27.1,1
18.0,19.0,84.8,0.5,7.4,22.5,0
27.0,20.0,84.8,0.52,9.2,26.5,1
18.0,27.0,91.5,0.552,17.5,27.3,1
22.0,20.0,91.5,0.494,12.3,12.5,0
35.0,11.0,94.0,0.5,14.5,34.1,1
34.0,22.0,94.0,0.428,13.4,27.3,0
27.0,26.0,94.5,0.512,17.3,31.1,0
23.0,31.0,94.5,0.592,7.7,19.4,1
27.0,29.0,102.6,0.598,15.5,17.1,1
30.0,27.0,102.6,0.505,11.0,20.4,0
20.0,18.0,87.4,0.487,14.3,21.1,0
26.0,19.0,87.4,0.649,15.4,7.7,1
26.0,22.0,89.9,0.426,12.0,30.4,0
30.0,28.0,89.9,0.561,10.7,33.3,1
19.0,15.0,88.9,0.372,14.4,19.6,0
20.0,28.0,88.9,0.404,6.6,23.4,1
25.0,26.0,83.3,0.551,10.4,25.0,1
26.0,18.0,83.3,0.559,12.0,21.9,0
22.0,25.0,89.9,0.488,14.3,25.6,1
25.0,24.0,89.9,0.46,14.8,36.7,0
23.0,32.0,96.4,0.46,16.3,30.0,0
14.0,32.0,96.4,0.506,11.2,17.0,1
24.0,29.0,94.3,0.5,8.7,15.9,1
24.0,28.0,94.3,0.451,14.5,31.8,0
20.0,21.0,92.0,0.36,13.2,19.2,1
18.0,10.0,92.0,0.35,14.3,23.5,0
27.0,26.0,95.9,0.554,21.3,17.5,0
28.0,20.0,95.9,0.46,10.3,17.3,1
29.0,22.0,88.9,0.488,10.3,34.7,1
27.0,23.0,88.9,0.457,11.5,27.9,0
22.0,29.0,99.1,0.433,11.7,19.6,0
23.0,31.0,99.1,0.507,16.8,14.3,1
12.0,11.0,88.8,0.389,11.5,27.1,0
28.0,16.0,88.8,0.44,12.0,32.5,1
24.0,20.0,93.6,0.518,12.9,20.0,1
22.0,21.0,93.6,0.519,16.4,15.4,0
23.0,23.0,91.5,0.39,15.1,30.8,0
19.0,30.0,91.5,0.438,7.8,41.4,1
20.0,35.0,97.0,0.548,16.9,30.8,0
26.0,31.0,97.0,0.448,11.2,36.2,1
18.0,26.0,84.8,0.452,10.0,27.1,0
22.0,34.0,84.8,0.472,10.5,21.1,1
26.0,14.0,89.3,0.475,13.9,21.6,1
26.0,20.0,89.3,0.426,14.9,22.2,0
28.0,27.0,90.0,0.462,11.0,23.1,1
22.0,23.0,90.0,0.462,11.9,31.8,0
17.0,17.0,81.1,0.466,16.1,28.6,0
20.0,19.0,81.1,0.41,10.5,38.8,1
31.0,26.0,86.9,0.531,17.6,25.0,1
19.0,24.0,86.9,0.52,14.5,18.9,0
27.0,25.0,93.7,0.471,11.2,28.3,0
18.0,28.0,93.7,0.536,13.4,16.7,1
31.0,16.0,90.5,0.468,13.8,19.0,0
31.0,22.0,90.5,0.667,13.2,23.3,1
31.0,27.0,92.9,0.488,11.8,29.3,0
25.0,23.0,92.9,0.608,6.1,11.1,1
24.0,21.0,94.3,0.5,18.6,18.4,0
27.0,22.0,94.3,0.494,13.0,22.5,1
30.0,13.0,81.4,0.429,9.1,35.3,0
14.0,17.0,81.4,0.505,9.9,21.7,1
20.0,18.0,91.0,0.428,15.2,36.7,1
24.0,19.0,91.0,0.451,21.6,37.5,0
28.0,25.0,91.1,0.452,14.0,36.4,0
24.0,30.0,91.1,0.551,19.1,25.0,1
25.0,19.0,94.0,0.447,11.5,19.1,0
32.0,26.0,94.0,0.553,16.5,17.9,1
22.0,19.0,88.8,0.451,12.0,20.9,0
29.0,24.0,88.8,0.506,15.3,34.1,1
32.0,31.0,89.0,0.574,11.2,37.8,1
23.0,29.0,89.0,0.609,14.5,21.2,0
26.0,35.0,92.6,0.5,13.6,19.4,0
21.0,31.0,92.6,0.548,16.3,38.9,1
29.0,21.0,91.2,0.408,11.0,28.6,0
30.0,18.0,91.2,0.529,14.2,28.3,1
23.0,19.0,89.5,0.421,14.1,32.6,0
21.0,22.0,89.5,0.494,11.5,27.3,1
14.0,19.0,88.8,0.391,17.7,10.8,0
15.0,26.0,88.8,0.476,9.6,29.2,1
25.0,19.0,94.3,0.5,12.1,27.1,1
14.0,27.0,94.3,0.482,17.1,28.9,0
26.0,27.0,100.1,0.545,9.7,22.2,1
19.0,25.0,100.1,0.399,9.9,18.5,0
25.0,26.0,89.9,0.576,13.8,32.4,1
29.0,21.0,89.9,0.487,10.8,20.0,0
21.0,20.0,85.5,0.433,17.5,35.0,0
21.0,16.0,85.5,0.453,13.5,20.6,1
21.0,25.0,86.1,0.535,14.1,14.3,1
22.0,17.0,86.1,0.404,10.0,22.9,0
10.0,26.0,87.9,0.424,21.1,23.8,0
29.0,23.0,87.9,0.557,12.0,26.8,1
24.0,32.0,90.6,0.567,10.6,29.7,1
27.0,23.0,90.6,0.404,12.1,26.9,0
25.0,32.0,91.8,0.506,16.7,26.2,0
26.0,22.0,91.8,0.468,12.9,36.2,1
28.0,29.0,89.7,0.543,11.8,24.3,0
30.0,25.0,89.7,0.512,8.6,26.5,1
20.0,19.0,87.8,0.506,16.7,28.9,0
25.0,26.0,87.8,0.543,11.8,28.9,1
28.0,27.0,88.4,0.471,11.2,39.1,1
10.0,22.0,88.4,0.453,15.1,18.9,0
27.0,24.0,92.0,0.575,13.4,28.9,1
23.0,25.0,92.0,0.554,16.2,25.0,0
20.0,31.0,79.6,0.519,13.9,42.1,0
21.0,20.0,79.6,0.531,10.5,34.1,1
33.0,25.0,89.2,0.588,10.1,44.7,1
21.0,30.0,89.2,0.374,7.8,37.5,0
22.0,25.0,94.1,0.455,11.5,17.4,0
28.0,26.0,94.1,0.506,6.9,12.2,1
21.0,25.0,82.7,0.481,11.4,31.6,1
20.0,16.0,82.7,0.458,15.9,21.1,0
19.0,18.0,86.2,0.387,16.0,23.3,0
22.0,19.0,86.2,0.413,16.9,38.3,1
27.0,26.0,98.6,0.577,16.1,15.8,1
18.0,36.0,98.6,0.483,14.9,26.5,0
16.0,29.0,92.6,0.494,15.3,20.9,0
29.0,25.0,92.6,0.471,10.9,34.9,1
17.0,15.0,97.4,0.443,14.4,29.4,0
25.0,28.0,97.4,0.573,16.6,17.6,1
14.0,22.0,89.6,0.428,14.6,36.7,0
31.0,27.0,89.6,0.529,7.1,17.5,1
26.0,22.0,84.8,0.476,14.3,40.9,1
17.0,16.0,84.8,0.474,13.0,28.6,0
22.0,19.0,83.6,0.463,9.2,26.2,0
24.0,21.0,83.6,0.534,12.4,33.3,1
29.0,35.0,85.4,0.6,13.9,37.1,1
23.0,23.0,85.4,0.564,15.3,32.4,0
22.0,26.0,88.0,0.506,12.3,32.6,0
19.0,31.0,88.0,0.569,11.5,18.8,1
27.0,31.0,105.5,0.474,12.0,16.7,0
35.0,22.0,105.5,0.477,12.5,26.5,1
22.0,24.0,87.5,0.527,14.5,20.0,0
23.0,21.0,87.5,0.474,13.1,38.1,1
26.0,16.0,90.5,0.453,8.7,39.6,0
24.0,24.0,90.5,0.455,9.9,32.7,1
23.0,20.0,87.1,0.453,16.8,50.0,0
28.0,23.0,87.1,0.552,8.4,14.6,1
18.0,27.0,94.8,0.413,17.4,41.9,0
27.0,26.0,94.8,0.465,13.3,26.7,1
20.0,18.0,88.9,0.494,13.9,20.9,1
23.0,21.0,88.9,0.411,11.0,27.3,0
18.0,27.0,93.4,0.482,13.9,30.2,1
25.0,26.0,93.4,0.431,9.8,26.4,0
26.0,19.0,87.1,0.438,8.5,28.3,0
28.0,21.0,87.1,0.669,15.9,8.3,1
28.0,24.0,93.0,0.483,9.9,29.2,0
33.0,36.0,93.0,0.633,9.9,21.9,1
20.0,33.0,93.5,0.384,13.4,34.0,0
23.0,28.0,93.5,0.569,14.6,15.8,1
18.0,21.0,85.7,0.4,19.1,33.3,0
27.0,18.0,85.7,0.527,12.7,24.3,1
17.0,29.0,94.2,0.382,14.6,22.0,0
23.0,24.0,94.2,0.426,14.2,34.0,1
19.0,19.0,82.4,0.513,12.8,26.3,0
23.0,25.0,82.4,0.524,7.2,28.2,1
13.0,20.0,89.5,0.5,15.7,11.6,0
24.0,14.0,89.5,0.469,12.8,23.3,1
22.0,36.0,89.9,0.5,13.6,39.5,0
33.0,24.0,89.9,0.653,10.9,27.0,1
33.0,39.0,98.4,0.571,10.4,32.6,0
36.0,32.0,98.4,0.564,7.9,28.2,1
22.0,20.0,78.1,0.435,9.3,47.8,0
24.0,24.0,78.1,0.556,6.8,29.0,1
33.0,19.0,95.4,0.603,17.3,25.8,1
19.0,34.0,95.4,0.401,7.9,25.0,0
25.0,24.0,94.9,0.433,14.6,25.0,0
23.0,23.0,94.9,0.494,13.7,27.3,1
21.0,32.0,98.1,0.388,7.7,30.9,0
19.0,32.0,98.1,0.435,9.6,22.2,1
19.0,26.0,92.6,0.464,17.5,31.9,1
24.0,18.0,92.6,0.41,12.0,22.2,0
33.0,22.0,96.9,0.519,15.7,26.8,1
22.0,22.0,96.9,0.431,14.9,15.4,0
17.0,17.0,90.6,0.341,11.7,22.2,0
24.0,23.0,90.6,0.478,10.8,32.0,1
27.0,24.0,89.6,0.411,6.2,33.3,0
31.0,26.0,89.6,0.6,10.7,31.6,1
23.0,23.0,93.4,0.468,15.7,17.8,0
20.0,24.0,93.4,0.466,16.3,40.0,1
18.0,25.0,91.9,0.447,20.9,26.8,0
29.0,23.0,91.9,0.421,13.3,35.4,1
29.0,27.0,98.8,0.494,14.1,28.6,1
22.0,45.0,98.8,0.462,8.9,20.4,0
19.0,16.0,84.4,0.449,16.8,30.2,0
21.0,27.0,84.4,0.558,11.9,38.5,1
19.0,33.0,93.0,0.465,11.4,24.4,0
18.0,27.0,93.0,0.539,11.3,5.7,1
23.0,28.0,88.4,0.529,18.7,24.2,0
29.0,22.0,88.4,0.457,9.1,15.9,1
17.0,21.0,85.2,0.454,15.9,15.4,0
25.0,14.0,85.2,0.539,16.4,32.4,1
19.0,23.0,95.9,0.397,9.9,26.1,0
24.0,22.0,95.9,0.543,10.8,27.3,1
21.0,34.0,100.6,0.5,15.0,31.9,1
26.0,21.0,100.6,0.495,14.8,30.6,0
24.0,18.0,96.4,0.544,18.2,21.6,0
30.0,27.0,96.4,0.61,13.8,23.7,1
20.0,26.0,90.9,0.459,18.4,25.0,0
26.0,32.0,90.9,0.596,16.2,18.2,1
25.0,23.0,92.4,0.46,11.2,25.6,1
26.0,19.0,92.4,0.418,13.6,19.6,0
24.0,28.0,81.3,0.455,14.2,32.5,1
7.0,22.0,81.3,0.427,12.4,32.6,0
22.0,18.0,89.3,0.478,9.6,24.4,0
31.0,21.0,89.3,0.529,20.5,34.4,1
20.0,22.0,91.5,0.455,14.9,36.5,1
29.0,23.0,91.5,0.403,10.8,20.4,0
23.0,28.0,84.6,0.477,8.9,30.4,0
26.0,26.0,84.6,0.5,9.4,23.9,1
18.0,18.0,92.0,0.446,14.8,29.5,0
25.0,23.0,92.0,0.486,14.2,10.5,1
25.0,26.0,88.4,0.476,10.5,28.3,1
26.0,20.0,88.4,0.559,18.7,34.3,0
33.0,12.0,92.1,0.613,16.0,14.7,1
17.0,17.0,92.1,0.381,13.4,23.5,0
29.0,25.0,92.1,0.476,15.5,32.6,0
31.0,28.0,92.1,0.611,14.0,18.8,1
14.0,25.0,97.8,0.493,18.7,21.4,0
36.0,29.0,97.8,0.679,14.8,21.1,1
17.0,20.0,83.7,0.532,11.7,26.5,1
16.0,18.0,83.7,0.461,20.7,25.6,0
36.0,26.0,92.0,0.61,9.8,29.4,1
27.0,29.0,92.0,0.482,10.7,16.7,0
28.0,24.0,98.1,0.519,16.6,23.7,0
26.0,19.0,98.1,0.543,12.9,32.7,1
29.0,16.0,91.6,0.478,9.4,24.4,0
26.0,23.0,91.6,0.513,10.8,21.6,1
24.0,25.0,89.2,0.458,15.4,30.6,0
20.0,29.0,89.2,0.525,12.8,24.3,1
17.0,39.0,91.2,0.505,12.8,35.0,0
31.0,20.0,91.2,0.526,8.2,16.3,1
23.0,27.0,94.2,0.531,12.4,22.0,1
33.0,21.0,94.2,0.468,15.0,22.2,0
33.0,27.0,95.4,0.56,12.7,28.2,0
39.0,30.0,95.4,0.543,8.5,42.6,1
26.0,24.0,88.3,0.585,16.5,26.7,1
23.0,19.0,88.3,0.417,11.8,33.3,0
25.0,26.0,94.6,0.409,13.2,30.0,0
23.0,30.0,94.6,0.536,16.3,33.3,1
17.0,26.0,93.5,0.463,15.4,15.6,1
17.0,20.0,93.5,0.423,13.3,23.1,0
29.0,19.0,83.5,0.513,8.6,22.9,1
23.0,18.0,83.5,0.525,13.3,28.2,0
22.0,23.0,94.7,0.506,10.5,21.4,1
32.0,21.0,94.7,0.506,12.6,13.5,0
23.0,24.0,90.6,0.459,9.7,25.0,0
29.0,18.0,90.6,0.54,15.1,42.5,1
20.0,23.0,87.6,0.468,15.3,22.7,0
26.0,30.0,87.6,0.535,16.9,28.6,1
26.0,19.0,91.8,0.457,9.9,20.5,1
21.0,25.0,91.8,0.41,13.1,20.9,0
23.0,19.0,88.1,0.439,9.8,23.5,1
25.0,16.0,88.1,0.487,19.6,31.6,0
20.0,10.0,89.9,0.444,18.6,17.1,0
22.0,24.0,89.9,0.553,7.7,23.3,1
36.0,17.0,90.6,0.479,11.3,20.4,0
30.0,25.0,90.6,0.473,10.2,32.1,1
20.0,23.0,83.9,0.404,12.1,27.9,0
24.0,17.0,83.9,0.507,12.1,33.3,1
20.0,27.0,90.1,0.571,14.1,21.1,1
26.0,14.0,90.1,0.465,10.7,22.2,0
32.0,19.0,96.8,0.521,14.5,36.2,1
23.0,15.0,96.8,0.403,12.6,23.2,0
19.0,28.0,87.5,0.565,14.3,24.4,0
23.0,28.0,87.5,0.662,14.7,21.9,1
29.0,18.0,96.8,0.431,8.5,17.3,0
23.0,16.0,96.8,0.469,16.4,20.9,1
27.0,20.0,87.3,0.476,11.0,23.8,0
17.0,22.0,87.3,0.494,14.3,37.2,1
18.0,21.0,89.7,0.431,8.7,26.5,0
26.0,16.0,89.7,0.506,10.1,34.0,1
22.0,21.0,86.3,0.465,6.6,18.4,1
22.0,27.0,86.3,0.482,14.7,25.6,0
31.0,24.0,88.9,0.56,15.6,43.9,0
16.0,19.0,88.9,0.541,10.5,28.2,1
27.0,24.0,104.5,0.587,19.8,28.6,0
29.0,24.0,104.5,0.649,17.8,12.9,1
36.0,32.0,94.8,0.539,13.6,28.9,1
30.0,26.0,94.8,0.542,16.1,27.3,0
21.0,25.0,92.8,0.512,12.5,20.0,0
26.0,25.0,92.8,0.511,9.5,25.6,1
22.0,30.0,88.0,0.506,10.0,29.7,0
28.0,26.0,88.0,0.613,15.7,28.6,1
21.0,26.0,90.9,0.518,16.6,32.5,0
18.0,24.0,90.9,0.493,11.5,30.8,1
33.0,25.0,89.6,0.494,14.0,30.2,1
16.0,22.0,89.6,0.519,14.6,32.4,0
24.0,14.0,89.4,0.382,14.7,30.8,0
25.0,17.0,89.4,0.431,7.8,24.5,1
27.0,16.0,92.2,0.39,12.0,24.1,0
19.0,25.0,92.2,0.603,18.4,16.7,1
28.0,28.0,110.1,0.548,16.8,28.6,1
24.0,20.0,110.1,0.446,20.2,12.8,0
21.0,15.0,80.5,0.449,17.4,23.8,0
16.0,28.0,80.5,0.433,8.0,35.4,1
27.0,14.0,92.5,0.461,18.8,29.5,0
13.0,35.0,92.5,0.449,4.5,26.9,1
29.0,20.0,98.4,0.474,3.6,21.6,0
25.0,22.0,98.4,0.534,9.1,23.9,1
20.0,36.0,87.2,0.652,8.1,26.5,1
24.0,17.0,87.2,0.475,7.2,22.2,0
23.0,18.0,86.4,0.447,12.6,29.8,0
21.0,19.0,86.4,0.5,11.7,16.2,1
25.0,29.0,94.2,0.556,10.7,15.8,1
25.0,16.0,94.2,0.405,10.0,26.9,0
26.0,23.0,85.1,0.532,12.4,24.4,0
23.0,18.0,85.1,0.512,15.3,41.0,1
31.0,20.0,94.5,0.444,14.4,23.8,0
25.0,28.0,94.5,0.551,11.7,24.3,1
24.0,23.0,93.5,0.459,11.3,22.2,0
30.0,34.0,93.5,0.598,12.3,28.6,1
18.0,26.0,93.6,0.5,17.2,26.1,1
23.0,16.0,93.6,0.372,9.7,27.3,0
29.0,29.0,99.5,0.544,13.1,10.0,0
26.0,33.0,99.5,0.631,8.8,11.1,1
26.0,16.0,85.0,0.396,14.7,40.0,0
22.0,28.0,85.0,0.486,18.3,29.7,1
25.0,18.0,86.9,0.526,13.2,25.6,0
30.0,30.0,86.9,0.534,4.9,31.1,1
22.0,29.0,84.7,0.506,6.5,22.0,1
23.0,22.0,84.7,0.523,14.1,42.9,0
5.0,21.0,86.5,0.405,16.4,23.8,0
30.0,19.0,86.5,0.63,14.0,13.8,1
16.0,19.0,89.3,0.417,12.5,27.5,0
27.0,17.0,89.3,0.494,14.1,31.9,1
19.0,30.0,87.6,0.471,12.0,34.0,0
22.0,23.0,87.6,0.573,16.7,38.2,1
27.0,22.0,98.6,0.523,9.5,13.6,1
23.0,26.0,98.6,0.41,6.1,23.7,0
28.0,23.0,82.9,0.548,5.5,21.4,1
14.0,22.0,82.9,0.5,13.0,31.8,0
20.0,27.0,89.3,0.574,15.2,35.1,1
24.0,29.0,89.3,0.488,9.6,27.7,0
35.0,20.0,90.2,0.561,10.1,20.0,1
19.0,23.0,90.2,0.468,13.4,26.1,0
25.0,18.0,83.3,0.535,13.9,25.0,1
18.0,24.0,83.3,0.507,11.4,8.8,0
22.0,23.0,91.1,0.449,9.2,30.0,1
18.0,23.0,91.1,0.42,11.8,32.6,0
15.0,30.0,98.0,0.413,12.6,21.6,0
20.0,33.0,98.0,0.571,17.6,32.5,1
22.0,26.0,92.4,0.45,9.2,26.9,0
25.0,30.0,92.4,0.524,10.6,25.6,1
19.0,23.0,94.7,0.44,17.9,17.8,0
20.0,22.0,94.7,0.409,15.0,25.0,1
27.0,24.0,94.2,0.489,11.2,17.0,0
31.0,22.0,94.2,0.528,8.1,15.2,1
24.0,24.0,98.6,0.567,7.5,19.0,1
29.0,29.0,98.6,0.517,14.0,28.9,0
15.0,34.0,90.4,0.559,11.9,26.3,1
27.0,21.0,90.4,0.548,19.1,17.6,0
28.0,14.0,83.8,0.5,6.4,24.3,1
25.0,23.0,83.8,0.532,12.5,23.5,0
17.0,23.0,93.1,0.47,15.2,23.3,0
27.0,20.0,93.1,0.476,12.2,26.1,1
22.0,18.0,85.7,0.471,18.9,23.7,0
23.0,24.0,85.7,0.584,11.5,20.6,1
21.0,18.0,88.6,0.357,10.2,32.0,0
26.0,27.0,88.6,0.517,11.2,37.5,1
22.0,32.0,89.3,0.482,11.9,37.8,1
27.0,27.0,89.3,0.5,6.9,23.9,0
20.0,23.0,89.3,0.422,13.1,15.6,0
25.0,33.0,89.3,0.549,11.9,26.3,1
16.0,24.0,95.5,0.341,15.6,30.2,0
22.0,25.0,95.5,0.472,12.6,27.9,1
24.0,20.0,97.3,0.545,12.5,14.6,1
26.0,30.0,97.3,0.5,12.9,19.0,0
26.0,22.0,90.8,0.48,16.9,13.3,0
23.0,11.0,90.8,0.429,12.1,34.7,1
20.0,31.0,91.5,0.5,11.6,23.8,0
26.0,20.0,91.5,0.537,13.9,36.6,1
25.0,14.0,84.6,0.469,14.6,31.0,1
22.0,12.0,84.6,0.407,13.6,36.4,0
26.0,21.0,84.3,0.481,14.2,44.2,1
18.0,23.0,84.3,0.5,13.2,12.1,0
30.0,38.0,101.4,0.62,17.2,20.0,1
14.0,29.0,101.4,0.483,20.5,38.6,0
24.0,19.0,93.9,0.47,18.6,24.5,0
32.0,31.0,93.9,0.587,17.2,26.3,1
29.0,16.0,91.1,0.455,9.7,21.4,1
22.0,18.0,91.1,0.48,20.0,19.4,0
28.0,23.0,93.0,0.553,16.0,30.6,1
10.0,33.0,93.0,0.449,13.6,30.4,0
26.0,15.0,91.9,0.506,16.0,26.1,1
24.0,14.0,91.9,0.522,13.3,14.3,0
33.0,18.0,84.0,0.476,11.7,36.4,1
9.0,19.0,84.0,0.485,19.1,22.2,0
25.0,21.0,83.1,0.433,8.2,42.3,0
23.0,25.0,83.1,0.559,11.3,52.5,1
24.0,34.0,95.5,0.544,15.2,30.8,1
28.0,26.0,95.5,0.434,11.2,35.4,0
23.0,26.0,85.0,0.5,9.7,14.3,1
20.0,22.0,85.0,0.5,9.0,13.6,0
