scoring_3rd,scoring_4th,pace,efg_per,tov_per,orb_per,result
27.0,19.0,96.7,0.417,16.9,28.6,0
34.0,27.0,96.7,0.539,16.9,32.5,1
17.0,16.0,87.3,0.409,12.6,26.0,0
25.0,18.0,87.3,0.451,10.6,45.8,1
23.0,23.0,91.7,0.479,16.1,13.5,0
36.0,12.0,91.7,0.578,6.8,26.5,1
26.0,23.0,89.7,0.523,12.4,25.0,1
18.0,36.0,89.7,0.445,11.6,40.4,0
22.0,33.0,93.2,0.545,7.6,21.4,1
34.0,17.0,93.2,0.541,12.3,27.9,0
21.0,23.0,100.5,0.435,13.1,10.6,0
27.0,28.0,100.5,0.529,13.6,18.2,1
20.0,17.0,85.0,0.451,9.5,38.8,1
22.0,14.0,85.0,0.55,19.9,35.0,0
29.0,23.0,96.9,0.48,6.7,32.7,1
23.0,22.0,96.9,0.524,16.1,32.5,0
16.0,11.0,84.4,0.395,8.4,20.0,0
17.0,30.0,84.4,0.512,9.2,25.6,1
30.0,21.0,86.7,0.551,17.9,25.0,1
24.0,19.0,86.7,0.424,13.9,23.9,0
26.0,26.0,90.2,0.532,15.4,33.3,1
17.0,25.0,90.2,0.5,15.8,19.4,0
22.0,20.0,92.1,0.468,15.4,26.2,0
35.0,30.0,92.1,0.598,17.8,44.4,1
24.0,23.0,87.0,0.493,18.8,24.3,0
21.0,25.0,87.0,0.512,13.7,37.8,1
23.0,26.0,82.9,0.568,10.8,24.3,1
16.0,24.0,82.9,0.5,12.9,34.1,0
28.0,23.0,91.4,0.554,9.0,15.4,0
37.0,23.0,91.4,0.553,7.9,26.8,1
36.0,26.0,86.1,0.556,8.0,29.7,1
20.0,16.0,86.1,0.401,14.0,25.0,0
27.0,14.0,92.2,0.469,10.0,14.0,0
21.0,26.0,92.2,0.462,9.6,20.0,1
20.0,26.0,90.7,0.463,10.6,28.9,0
25.0,25.0,90.7,0.494,12.9,29.5,1
26.0,24.0,102.6,0.549,14.2,21.4,0
38.0,28.0,102.6,0.615,15.6,24.3,1
15.0,20.0,81.3,0.471,15.6,17.5,0
25.0,20.0,81.3,0.412,8.3,43.1,1
20.0,23.0,93.6,0.433,13.6,36.4,0
30.0,28.0,93.6,0.511,10.0,34.6,1
29.0,32.0,91.2,0.558,14.8,25.0,0
27.0,23.0,91.2,0.506,8.4,27.7,1
35.0,26.0,89.1,0.542,13.9,37.5,1
14.0,28.0,89.1,0.525,13.5,16.7,0
23.0,15.0,85.4,0.405,14.8,38.8,0
14.0,20.0,85.4,0.475,13.1,30.0,1
27.0,22.0,96.2,0.598,14.9,27.8,1
29.0,29.0,96.2,0.5,13.3,29.5,0
31.0,23.0,97.5,0.524,14.6,27.5,1
23.0,16.0,97.5,0.432,12.6,30.2,0
23.0,20.0,86.7,0.482,13.1,25.0,0
28.0,22.0,86.7,0.531,10.0,25.5,1
22.0,28.0,96.0,0.516,10.1,26.8,0
17.0,38.0,96.0,0.457,8.3,36.0,1
13.0,26.0,88.4,0.466,9.5,28.9,1
17.0,24.0,88.4,0.514,15.8,16.7,0
25.0,18.0,91.7,0.464,12.4,23.8,0
20.0,27.0,91.7,0.544,19.2,38.5,1
33.0,10.0,89.0,0.46,21.4,25.0,0
25.0,29.0,89.0,0.446,14.9,35.6,1
22.0,20.0,87.9,0.451,18.7,27.5,0
29.0,30.0,87.9,0.546,12.0,27.0,1
30.0,30.0,101.3,0.505,8.1,13.0,0
31.0,23.0,101.3,0.56,16.5,19.0,1
21.0,11.0,84.8,0.405,13.6,20.0,0
29.0,19.0,84.8,0.494,11.4,26.3,1
26.0,16.0,83.1,0.371,11.2,34.5,0
19.0,23.0,83.1,0.424,10.4,27.3,1
16.0,22.0,93.6,0.494,16.5,19.0,0
24.0,29.0,93.6,0.431,13.1,22.9,1
26.0,33.0,95.5,0.453,9.7,30.6,1
29.0,23.0,95.5,0.537,17.4,15.9,0
29.0,19.0,90.6,0.526,15.9,19.4,0
25.0,35.0,90.6,0.618,13.7,12.5,1
21.0,25.0,92.6,0.494,13.1,25.5,0
25.0,25.0,92.6,0.576,15.7,23.5,1
13.0,13.0,86.2,0.437,17.3,29.5,0
28.0,25.0,86.2,0.493,11.0,33.3,1
20.0,15.0,95.3,0.465,14.0,21.3,0
27.0,26.0,95.3,0.463,18.7,43.2,1
28.0,34.0,94.7,0.462,11.5,30.4,0
28.0,25.0,94.7,0.512,10.5,18.6,1
29.0,23.0,101.6,0.557,14.6,28.6,1
25.0,28.0,101.6,0.429,10.0,28.1,0
28.0,24.0,85.7,0.526,17.4,21.2,0
17.0,27.0,85.7,0.488,12.9,24.3,1
33.0,29.0,95.9,0.478,10.6,28.6,1
11.0,27.0,95.9,0.401,10.8,26.0,0
15.0,31.0,87.7,0.478,14.4,15.8,0
30.0,34.0,87.7,0.571,12.0,32.4,1
25.0,26.0,92.2,0.61,17.8,20.7,1
24.0,41.0,92.2,0.472,10.7,35.3,0
19.0,20.0,78.9,0.393,13.3,35.7,0
23.0,23.0,78.9,0.523,10.8,44.7,1
28.0,20.0,88.0,0.534,16.8,27.3,1
21.0,18.0,88.0,0.375,9.3,32.7,0
23.0,21.0,85.4,0.399,6.8,27.5,0
34.0,16.0,85.4,0.556,9.2,28.9,1
25.0,26.0,83.5,0.542,16.9,26.5,1
11.0,26.0,83.5,0.569,18.6,23.3,0
20.0,23.0,88.0,0.481,14.1,22.5,0
26.0,27.0,88.0,0.489,12.9,37.0,1
26.0,29.0,88.8,0.549,12.7,27.8,1
26.0,18.0,88.8,0.54,9.0,22.5,0
26.0,24.0,97.5,0.488,14.6,20.5,0
27.0,22.0,97.5,0.529,10.3,19.5,1
37.0,25.0,90.1,0.669,9.9,29.4,1
28.0,27.0,90.1,0.489,15.1,38.1,0
16.0,17.0,95.7,0.429,15.2,13.3,0
22.0,20.0,95.7,0.468,15.8,27.3,1
26.0,11.0,85.9,0.458,9.3,22.5,0
23.0,28.0,85.9,0.444,10.4,34.8,1
33.0,18.0,95.4,0.596,17.2,16.7,0
27.0,37.0,95.4,0.528,7.3,29.8,1
24.0,24.0,95.1,0.432,13.8,33.3,0
29.0,27.0,95.1,0.674,21.4,24.1,1
25.0,21.0,89.7,0.427,12.4,25.5,0
22.0,29.0,89.7,0.5,8.9,22.2,1
26.0,19.0,89.3,0.493,15.7,16.7,1
16.0,24.0,89.3,0.395,11.3,24.5,0
21.0,17.0,93.7,0.393,11.6,28.0,0
23.0,28.0,93.7,0.613,16.7,22.6,1
27.0,33.0,88.5,0.571,12.1,25.8,1
29.0,18.0,88.5,0.441,13.4,41.5,0
25.0,19.0,87.2,0.456,12.7,26.3,0
20.0,24.0,87.2,0.538,13.6,36.8,1
17.0,21.0,87.8,0.305,13.9,20.0,0
23.0,26.0,87.8,0.456,12.2,34.9,1
25.0,28.0,88.9,0.447,13.3,40.8,0
36.0,22.0,88.9,0.636,9.7,13.3,1
20.0,26.0,83.4,0.493,10.0,31.4,1
18.0,21.0,83.4,0.337,12.7,42.1,0
21.0,30.0,91.3,0.506,9.6,20.9,1
23.0,22.0,91.3,0.47,13.2,29.8,0
30.0,31.0,89.7,0.522,8.7,44.2,0
24.0,31.0,89.7,0.565,10.0,45.7,1
21.0,32.0,85.1,0.604,15.0,15.6,0
25.0,20.0,85.1,0.526,13.7,41.9,1
24.0,14.0,93.5,0.454,13.0,25.0,0
37.0,24.0,93.5,0.604,10.6,25.0,1
26.0,30.0,87.5,0.53,12.4,35.1,0
29.0,30.0,87.5,0.543,6.0,26.3,1
33.0,20.0,91.5,0.46,13.9,40.0,1
17.0,19.0,91.5,0.368,11.4,8.7,0
19.0,23.0,93.8,0.523,15.5,24.3,0
27.0,18.0,93.8,0.52,8.5,22.9,1
32.0,27.0,92.6,0.609,15.2,31.3,1
18.0,32.0,92.6,0.579,13.9,32.4,0
23.0,15.0,91.0,0.395,9.5,35.6,0
22.0,25.0,91.0,0.56,8.0,19.5,1
33.0,25.0,88.4,0.59,13.3,40.5,1
21.0,31.0,88.4,0.543,12.9,23.3,0
29.0,26.0,84.5,0.448,12.1,41.9,0
32.0,21.0,84.5,0.628,15.8,45.7,1
24.0,22.0,88.7,0.451,16.7,28.9,1
20.0,15.0,88.7,0.486,15.6,14.0,0
29.0,27.0,101.4,0.458,14.1,20.0,0
28.0,25.0,101.4,0.413,8.7,20.4,1
28.0,12.0,95.1,0.444,10.1,24.1,1
12.0,25.0,95.1,0.381,19.3,22.4,0
23.0,27.0,92.1,0.466,17.5,35.5,0
28.0,22.0,92.1,0.571,12.7,38.5,1
29.0,22.0,90.5,0.447,14.2,27.3,0
26.0,20.0,90.5,0.535,12.0,20.0,1
21.0,19.0,92.0,0.41,7.6,20.4,1
29.0,23.0,92.0,0.449,17.4,33.3,0
21.0,17.0,95.1,0.5,15.8,25.6,0
24.0,23.0,95.1,0.512,16.6,26.8,1
15.0,13.0,87.1,0.428,13.8,17.1,0
25.0,21.0,87.1,0.638,13.9,13.3,1
27.0,21.0,87.7,0.471,12.1,31.8,1
29.0,27.0,87.7,0.482,10.8,28.9,0
19.0,27.0,89.9,0.535,15.7,28.6,1
22.0,24.0,89.9,0.481,14.5,24.4,0
29.0,26.0,93.8,0.494,6.1,10.5,1
20.0,25.0,93.8,0.5,19.2,20.5,0
21.0,22.0,91.3,0.487,17.1,28.2,1
20.0,14.0,91.3,0.381,13.1,26.0,0
17.0,28.0,103.8,0.457,15.2,27.7,1
19.0,19.0,103.8,0.404,14.3,20.8,0
23.0,20.0,90.5,0.513,19.1,20.5,1
23.0,26.0,90.5,0.434,9.6,23.9,0
25.0,15.0,94.7,0.494,14.8,11.9,0
25.0,20.0,94.7,0.466,16.6,26.8,1
28.0,24.0,96.1,0.442,13.3,34.0,1
26.0,33.0,96.1,0.489,13.3,23.9,0
35.0,32.0,99.1,0.581,17.8,32.4,1
37.0,21.0,99.1,0.53,12.5,21.4,0
17.0,26.0,90.5,0.488,16.7,28.9,0
24.0,22.0,90.5,0.523,12.1,35.9,1
17.0,22.0,87.1,0.353,14.1,29.8,0
18.0,25.0,87.1,0.455,15.6,34.1,1
19.0,30.0,90.8,0.494,9.5,29.7,1
26.0,29.0,90.8,0.538,13.7,23.8,0
13.0,23.0,88.0,0.517,16.1,25.6,0
29.0,24.0,88.0,0.538,10.2,23.8,1
26.0,15.0,90.5,0.452,9.1,15.2,0
32.0,17.0,90.5,0.481,10.1,16.7,1
20.0,26.0,93.3,0.523,8.1,11.9,1
28.0,23.0,93.3,0.459,13.7,27.7,0
27.0,19.0,88.5,0.488,10.9,26.3,1
30.0,17.0,88.5,0.465,12.8,25.6,0
16.0,16.0,81.2,0.405,11.1,32.7,1
13.0,29.0,81.2,0.382,13.7,32.6,0
24.0,23.0,92.6,0.468,16.8,23.4,0
26.0,21.0,92.6,0.392,9.4,40.7,1
21.0,20.0,83.9,0.372,18.1,42.9,0
19.0,29.0,83.9,0.492,15.8,29.0,1
18.0,31.0,92.9,0.558,13.2,27.8,1
32.0,23.0,92.9,0.627,15.2,32.4,0
22.0,26.0,103.4,0.477,12.1,20.8,1
31.0,28.0,103.4,0.469,16.7,19.5,0
20.0,30.0,88.7,0.446,8.6,27.9,0
31.0,25.0,88.7,0.533,7.6,34.9,1
29.0,30.0,97.2,0.513,19.1,26.8,0
30.0,28.0,97.2,0.527,17.6,41.7,1
23.0,17.0,98.4,0.422,16.1,22.4,0
29.0,22.0,98.4,0.519,17.9,27.9,1
28.0,26.0,94.1,0.544,7.6,21.3,1
27.0,30.0,94.1,0.563,12.9,13.2,0
21.0,33.0,94.1,0.483,11.8,28.6,0
30.0,25.0,94.1,0.583,14.1,28.6,1
19.0,19.0,91.4,0.52,16.6,28.6,0
26.0,34.0,91.4,0.648,21.5,25.9,1
29.0,26.0,91.3,0.459,12.4,25.6,1
25.0,13.0,91.3,0.457,9.8,18.2,0
29.0,14.0,87.7,0.414,14.1,36.6,0
22.0,26.0,87.7,0.468,7.5,28.6,1
28.0,19.0,93.6,0.524,13.1,23.3,0
20.0,33.0,93.6,0.6,17.0,17.1,1
22.0,17.0,82.3,0.551,21.3,30.0,1
24.0,18.0,82.3,0.446,14.8,35.9,0
37.0,29.0,90.2,0.488,9.5,29.3,0
23.0,27.0,90.2,0.551,13.2,45.5,1
18.0,23.0,87.8,0.5,18.7,28.6,1
27.0,17.0,87.8,0.44,5.2,14.9,0
22.0,19.0,95.8,0.438,13.2,20.5,1
29.0,21.0,95.8,0.464,15.3,15.6,0
19.0,29.0,91.9,0.512,14.1,25.6,1
13.0,31.0,91.9,0.5,12.8,23.3,0
20.0,17.0,92.0,0.423,14.6,34.0,0
16.0,25.0,92.0,0.463,12.4,20.0,1
14.0,24.0,92.2,0.5,12.9,13.6,0
28.0,23.0,92.2,0.5,7.4,31.4,1
33.0,27.0,87.6,0.622,16.0,30.3,1
23.0,29.0,87.6,0.488,9.7,30.8,0
24.0,31.0,92.0,0.484,13.7,42.2,0
28.0,27.0,92.0,0.563,11.4,30.8,1
26.0,25.0,93.4,0.563,14.8,30.2,1
21.0,25.0,93.4,0.447,16.9,25.6,0
21.0,14.0,81.7,0.439,12.0,31.0,0
19.0,28.0,81.7,0.458,14.5,36.8,1
22.0,20.0,96.7,0.494,17.5,23.7,0
24.0,28.0,96.7,0.476,13.5,26.8,1
36.0,23.0,99.0,0.512,12.6,26.2,1
22.0,29.0,99.0,0.512,19.9,18.9,0
23.0,20.0,93.0,0.473,14.7,16.3,0
24.0,23.0,93.0,0.51,10.7,37.2,1
27.0,25.0,85.5,0.58,7.7,15.9,0
38.0,21.0,85.5,0.604,11.6,43.2,1
15.0,23.0,89.7,0.476,13.3,31.1,1
20.0,21.0,89.7,0.476,13.2,16.2,0
27.0,21.0,88.7,0.413,12.9,22.2,0
26.0,30.0,88.7,0.577,15.3,22.6,1
25.0,32.0,93.5,0.511,10.2,24.4,1
20.0,19.0,93.5,0.513,21.1,47.4,0
15.0,23.0,92.0,0.531,12.5,23.3,0
18.0,28.0,92.0,0.588,8.2,14.3,1
20.0,30.0,97.7,0.401,13.3,22.2,0
21.0,19.0,97.7,0.465,13.0,18.8,1
22.0,17.0,90.4,0.434,9.8,22.0,1
18.0,20.0,90.4,0.428,12.0,15.6,0
27.0,22.0,89.0,0.526,10.4,18.4,1
19.0,29.0,89.0,0.481,12.6,24.4,0
20.0,22.0,92.0,0.434,13.7,28.6,0
18.0,25.0,92.0,0.458,13.8,20.5,1
16.0,25.0,90.0,0.489,17.1,21.3,0
31.0,29.0,90.0,0.511,9.8,24.0,1
16.0,21.0,91.4,0.372,10.6,20.0,0
21.0,19.0,91.4,0.517,13.5,37.2,1
31.0,18.0,101.7,0.543,14.8,23.4,0
31.0,32.0,101.7,0.558,14.3,21.1,1
35.0,25.0,103.1,0.534,13.1,17.8,1
25.0,39.0,103.1,0.495,12.4,20.8,0
26.0,21.0,87.7,0.438,10.2,21.4,0
25.0,30.0,87.7,0.594,17.4,36.4,1
23.0,10.0,86.9,0.43,14.6,23.1,0
18.0,16.0,86.9,0.544,11.4,34.9,1
17.0,20.0,87.3,0.5,18.0,30.8,0
24.0,26.0,87.3,0.591,12.1,28.1,1
32.0,20.0,88.0,0.556,20.3,37.1,1
25.0,17.0,88.0,0.406,14.5,27.9,0
28.0,19.0,101.4,0.526,18.3,20.5,1
16.0,28.0,101.4,0.465,15.9,17.0,0
27.0,28.0,96.7,0.46,13.5,43.1,0
31.0,23.0,96.7,0.627,15.0,18.8,1
19.0,24.0,92.3,0.545,15.5,18.9,0
26.0,29.0,92.3,0.541,16.8,25.8,1
20.0,24.0,100.7,0.466,16.3,24.1,0
30.0,20.0,100.7,0.601,13.5,27.0,1
31.0,26.0,91.1,0.55,10.1,16.3,0
27.0,30.0,91.1,0.563,10.0,36.8,1
19.0,28.0,97.7,0.489,13.3,25.0,0
35.0,23.0,97.7,0.47,9.9,36.7,1
17.0,22.0,88.8,0.37,14.9,33.3,0
31.0,13.0,88.8,0.547,11.5,11.1,1
31.0,24.0,85.9,0.537,14.5,39.5,0
31.0,19.0,85.9,0.54,14.3,25.7,1
26.0,17.0,92.8,0.543,14.7,22.5,0
22.0,27.0,92.8,0.536,8.8,16.7,1
20.0,33.0,91.0,0.513,14.6,26.3,1
25.0,23.0,91.0,0.518,14.3,27.5,0
20.0,30.0,84.8,0.579,18.9,47.2,0
31.0,22.0,84.8,0.548,12.9,26.5,1
11.0,18.0,84.7,0.437,17.3,17.5,0
23.0,13.0,84.7,0.449,9.3,20.9,1
23.0,19.0,86.0,0.432,16.0,30.9,0
19.0,23.0,86.0,0.438,12.3,18.2,1
30.0,23.0,95.5,0.468,16.0,20.0,0
24.0,29.0,95.5,0.54,11.9,28.6,1
12.0,21.0,87.9,0.462,19.4,23.7,0
23.0,18.0,87.9,0.549,12.2,21.1,1
22.0,21.0,91.4,0.469,8.9,21.3,0
23.0,30.0,91.4,0.601,13.0,17.1,1
21.0,27.0,84.3,0.487,14.7,35.9,1
23.0,15.0,84.3,0.381,13.5,43.1,0
22.0,30.0,85.1,0.677,20.5,25.9,0
30.0,24.0,85.1,0.653,15.0,20.7,1
24.0,26.0,91.1,0.576,12.1,17.5,1
33.0,25.0,91.1,0.5,13.4,37.5,0
23.0,14.0,85.5,0.443,15.3,25.0,0
14.0,27.0,85.5,0.588,20.1,32.4,1
15.0,30.0,85.0,0.432,10.0,25.0,0
14.0,30.0,85.0,0.494,11.0,33.3,1
21.0,27.0,93.2,0.524,16.3,33.3,0
27.0,20.0,93.2,0.519,13.3,25.0,1
22.0,24.0,87.8,0.603,17.3,30.0,1
25.0,21.0,87.8,0.566,9.4,17.1,0
32.0,30.0,93.3,0.57,12.1,33.3,1
30.0,20.0,93.3,0.471,9.3,23.4,0
36.0,32.0,88.3,0.618,4.9,28.6,1
20.0,21.0,88.3,0.426,14.4,29.2,0
19.0,24.0,94.0,0.494,9.7,16.7,1
19.0,18.0,94.0,0.5,18.8,26.3,0
29.0,24.0,91.8,0.601,13.7,22.6,1
24.0,27.0,91.8,0.452,10.4,27.3,0
39.0,26.0,92.8,0.526,8.5,41.2,1
26.0,22.0,92.8,0.417,17.2,43.8,0
31.0,33.0,98.1,0.473,8.2,16.3,0
29.0,28.0,98.1,0.57,13.0,23.7,1
21.0,24.0,93.7,0.548,15.0,24.4,0
32.0,32.0,93.7,0.512,12.7,33.3,1
14.0,23.0,94.9,0.441,15.2,31.3,0
30.0,18.0,94.9,0.547,17.0,7.5,1
22.0,21.0,89.9,0.438,17.6,25.6,0
21.0,19.0,89.9,0.568,16.4,18.2,1
36.0,20.0,86.3,0.584,12.7,35.1,1
14.0,22.0,86.3,0.486,19.3,28.6,0
29.0,24.0,106.0,0.531,17.9,24.4,0
27.0,35.0,106.0,0.561,17.0,22.0,1
20.0,23.0,92.3,0.381,11.5,28.1,0
16.0,28.0,92.3,0.488,15.9,34.9,1
24.0,25.0,89.8,0.516,10.2,36.6,1
31.0,20.0,89.8,0.451,16.6,33.3,0
24.0,20.0,90.9,0.48,14.0,31.8,1
23.0,19.0,90.9,0.467,12.9,20.5,0
22.0,24.0,83.2,0.539,10.6,23.5,0
28.0,34.0,83.2,0.659,9.5,30.3,1
24.0,21.0,93.3,0.447,17.6,20.0,0
25.0,19.0,93.3,0.453,8.3,22.4,1
32.0,13.0,91.7,0.474,18.0,27.5,0
22.0,29.0,91.7,0.476,10.9,16.7,1
23.0,18.0,92.7,0.438,22.2,23.7,0
25.0,28.0,92.7,0.616,22.7,20.7,1
28.0,24.0,92.0,0.526,11.7,23.3,0
27.0,26.0,92.0,0.529,12.8,17.5,1
26.0,18.0,93.0,0.494,14.1,26.1,0
25.0,20.0,93.0,0.47,11.2,25.5,1
33.0,22.0,94.1,0.378,10.9,35.0,0
21.0,27.0,94.1,0.59,16.2,12.9,1
24.0,25.0,93.8,0.395,12.4,28.3,0
26.0,25.0,93.8,0.524,13.4,23.8,1
25.0,22.0,84.6,0.442,12.9,27.5,0
22.0,30.0,84.6,0.553,14.3,37.9,1
30.0,20.0,94.1,0.556,20.5,16.7,0
34.0,28.0,94.1,0.565,7.9,18.4,1
21.0,31.0,98.5,0.432,13.1,26.5,0
31.0,32.0,98.5,0.566,9.7,31.0,1
20.0,24.0,82.5,0.507,12.0,18.8,0
27.0,22.0,82.5,0.607,13.0,29.6,1
16.0,20.0,88.9,0.44,15.1,17.1,0
22.0,24.0,88.9,0.455,17.4,33.3,1
17.0,26.0,97.5,0.489,10.4,34.7,1
23.0,24.0,97.5,0.517,11.8,16.7,0
20.0,13.0,87.6,0.446,12.6,25.0,0
27.0,22.0,87.6,0.507,14.6,33.3,1
29.0,12.0,91.3,0.386,12.6,19.1,0
18.0,17.0,91.3,0.493,17.6,25.7,1
20.0,35.0,99.4,0.5,13.2,26.1,1
21.0,24.0,99.4,0.449,11.5,23.5,0
15.0,28.0,87.3,0.368,14.1,20.9,0
26.0,26.0,87.3,0.543,11.9,28.2,1
25.0,16.0,88.2,0.411,14.8,24.0,0
22.0,13.0,88.2,0.457,12.8,24.3,1
26.0,24.0,85.2,0.452,6.6,35.3,1
16.0,16.0,85.2,0.43,14.1,25.5,0
21.0,32.0,96.2,0.536,14.5,31.8,0
24.0,39.0,96.2,0.528,11.5,29.8,1
22.0,19.0,93.3,0.436,11.1,31.3,0
33.0,32.0,93.3,0.556,11.7,29.8,1
26.0,18.0,91.0,0.468,12.7,20.0,0
17.0,30.0,91.0,0.555,13.2,35.0,1
19.0,31.0,97.3,0.463,14.1,41.7,0
27.0,28.0,97.3,0.517,13.9,30.4,1
24.0,31.0,93.5,0.421,21.4,23.7,0
23.0,34.0,93.5,0.617,16.7,44.1,1
19.0,29.0,93.5,0.461,17.9,11.9,0
41.0,23.0,93.5,0.657,15.6,37.5,1
21.0,32.0,90.4,0.478,4.0,20.4,0
29.0,33.0,90.4,0.573,15.5,27.0,1
30.0,30.0,97.4,0.443,14.4,22.2,0
17.0,28.0,97.4,0.519,15.8,9.4,1
37.0,27.0,92.7,0.563,18.5,36.1,0
33.0,14.0,92.7,0.576,16.9,17.6,1
16.0,20.0,99.0,0.506,13.1,15.9,1
21.0,25.0,99.0,0.473,12.4,22.7,0
27.0,29.0,86.7,0.553,12.4,22.6,1
17.0,18.0,86.7,0.4,14.4,34.1,0
22.0,25.0,91.6,0.466,9.3,26.1,0
27.0,24.0,91.6,0.568,15.2,36.1,1
20.0,31.0,87.3,0.475,12.8,30.8,0
19.0,33.0,87.3,0.512,10.7,30.0,1
28.0,23.0,94.0,0.636,26.7,29.6,1
20.0,40.0,94.0,0.488,11.4,24.4,0
22.0,27.0,85.9,0.439,11.2,34.7,0
19.0,23.0,85.9,0.544,14.8,35.0,1
23.0,24.0,100.7,0.431,12.8,13.0,0
24.0,20.0,100.7,0.529,10.0,19.0,1
11.0,15.0,84.1,0.344,12.6,20.4,0
18.0,18.0,84.1,0.475,11.9,16.3,1
23.0,18.0,84.5,0.42,11.7,29.4,0
18.0,22.0,84.5,0.576,20.0,17.2,1
20.0,24.0,94.0,0.494,18.9,22.5,0
21.0,26.0,94.0,0.482,11.1,27.1,1
18.0,25.0,92.9,0.47,12.6,13.5,1
24.0,19.0,92.9,0.382,14.1,36.4,0
20.0,18.0,105.7,0.495,13.2,24.5,0
28.0,33.0,105.7,0.467,13.7,33.3,1
24.0,23.0,97.8,0.494,10.8,24.4,0
27.0,36.0,97.8,0.632,7.0,32.6,1
21.0,33.0,99.7,0.494,14.6,13.5,0
31.0,33.0,99.7,0.553,11.5,12.8,1
15.0,31.0,89.0,0.534,20.3,35.5,1
19.0,19.0,89.0,0.457,15.2,32.6,0
14.0,30.0,89.5,0.482,8.1,18.4,0
22.0,23.0,89.5,0.581,13.4,17.1,1
26.0,28.0,92.4,0.506,12.6,20.5,0
35.0,22.0,92.4,0.614,5.8,26.3,1
21.0,17.0,89.6,0.488,6.1,16.7,0
23.0,25.0,89.6,0.535,7.8,23.9,1
29.0,24.0,88.2,0.451,12.3,35.7,1
27.0,17.0,88.2,0.452,13.2,31.1,0
27.0,25.0,95.4,0.544,15.0,21.1,0
26.0,25.0,95.4,0.549,9.6,20.5,1
21.0,36.0,93.4,0.519,12.6,15.9,1
23.0,30.0,93.4,0.457,14.1,26.1,0
18.0,13.0,84.6,0.455,15.9,31.4,0
24.0,15.0,84.6,0.547,11.8,23.7,1
30.0,19.0,104.0,0.462,16.0,24.5,0
23.0,29.0,104.0,0.547,10.4,21.7,1
24.0,22.0,92.0,0.439,13.2,26.5,1
13.0,21.0,92.0,0.379,16.2,28.6,0
22.0,29.0,86.0,0.426,8.9,31.4,1
14.0,21.0,86.0,0.36,14.0,29.6,0
19.0,30.0,92.8,0.507,13.1,16.2,1
34.0,16.0,92.8,0.439,13.8,25.5,0
19.0,24.0,95.4,0.39,14.4,21.4,0
26.0,23.0,95.4,0.512,17.0,37.8,1
25.0,23.0,87.1,0.458,8.7,27.9,0
19.0,36.0,87.1,0.601,10.5,19.4,1
25.0,26.0,95.0,0.443,10.7,26.5,0
37.0,21.0,95.0,0.557,8.4,28.6,1
16.0,22.0,89.0,0.473,12.6,34.8,0
37.0,28.0,89.0,0.634,9.4,47.1,1
29.0,32.0,94.3,0.576,12.2,28.2,1
16.0,29.0,94.3,0.561,16.8,13.2,0
28.0,31.0,97.0,0.5,12.5,13.6,1
25.0,15.0,97.0,0.449,9.3,16.7,0
24.0,28.0,96.3,0.57,17.2,26.5,0
